category,price,original_price,rating,rating_count,scraped_date,size,color,material,discount_percentage,availability,is_bestseller,return_policy,delivery_time,trending,customer_reviews,cleaned_category
Men Tshirts,677,987,4.7,2629,2025-08-02,XXL,Yellow,Spandex,31.41,Back in Stock,False,10 days,6 days,False,85,men tshirt
Men Jeans,1711,1765,4.6,1869,2025-08-02,XL,Cream,Lycra,3.06,2-3 pieces left,False,10 days,5 days,False,106,men jean
Men Jeans,1238,1292,3.8,2993,2025-08-02,S,White,Lycra,4.18,2-3 pieces left,True,30 days,2 days,False,476,men jean
Men Jeans,1400,2404,4.2,4407,2025-08-02,3XL,White,Tencel,41.76,Limited Stock,False,30 days,6 days,False,152,men jean
Men Jeans,1558,1949,3.9,4135,2025-08-02,3XL,Olive,Jersey,20.06,Only 1 Left,False,10 days,1 days,False,317,men jean
Men Jeans,1356,4260,4.0,3178,2025-08-02,3XL,Cream,Cotton,68.17,Coming Soon,False,30 days,6 days,False,304,men jean
Men Jeans,1429,1684,3.6,1015,2025-08-02,XL,Peach,Wool,15.14,Limited Stock,False,15 days,3 days,False,424,men jean
Men Jeans,1736,1932,4.6,7250,2025-08-02,S,Lavender,Cashmere,10.14,Limited Stock,False,15 days,5 days,True,241,men jean
Men Jeans,1142,1397,4.5,6626,2025-08-02,S,Rose Gold,Rayon,18.25,Limited Stock,False,15 days,3 days,False,190,men jean
Men Jeans,1504,1743,3.6,6856,2025-08-02,XS,Red,Spandex,13.71,Back in Stock,False,10 days,6 days,False,495,men jean
Men Jeans,1159,1480,4.4,1275,2025-08-02,XS,Lavender,Bamboo,21.69,Coming Soon,False,15 days,2 days,False,344,men jean
Men Jeans,1721,3702,4.5,3315,2025-08-02,XXL,Sage,Silk,53.51,In Stock,False,45 days,2 days,False,279,men jean
Men Jeans,1188,1349,4.4,851,2025-08-02,XS,Green,Wool,11.93,Back in Stock,False,30 days,3 days,False,484,men jean
Men Jeans,1506,1887,4.5,4649,2025-08-02,L,Beige,Cotton,20.19,Coming Soon,False,45 days,6 days,False,404,men jean
Men Jeans,1451,4761,4.6,1827,2025-08-02,3XL,Pink,Spandex,69.52,Back in Stock,False,10 days,3 days,False,412,men jean
Men Shirts,1294,1648,3.7,3575,2025-08-02,M,Charcoal,Fleece,21.48,Limited Stock,False,30 days,4 days,False,320,men shirt
Men Shirts,888,1058,4.2,6432,2025-08-02,XL,Peach,Cashmere,16.07,Back in Stock,False,10 days,6 days,False,454,men shirt
Men Shirts,1144,1392,4.2,1424,2025-08-02,M,Burgundy,Tencel,17.82,Few Left,False,10 days,5 days,False,47,men shirt
Men Shirts,818,954,4.1,1049,2025-08-02,XXL,Peach,Linen,14.26,Limited Stock,False,30 days,1 days,False,187,men shirt
Men Shirts,973,1310,4.2,773,2025-08-02,M,Sage,Cotton,25.73,Only 1 Left,False,15 days,5 days,False,61,men shirt
Men Shirts,1062,3293,3.5,4157,2025-08-02,XS,Coral,Jersey,67.75,Back in Stock,False,45 days,7 days,False,270,men shirt
Men Shirts,1303,2552,4.1,6063,2025-08-02,XL,Maroon,Hemp,48.94,Only 1 Left,True,10 days,6 days,False,480,men shirt
Men Shirts,1170,1374,4.0,980,2025-08-02,XS,Navy,Cashmere,14.85,In Stock,False,30 days,2 days,False,62,men shirt
Men Shirts,1205,1552,3.9,5114,2025-08-02,XS,Red,Wool,22.36,Limited Stock,False,10 days,5 days,False,241,men shirt
Men Shirts,949,1212,4.7,1922,2025-08-02,XXL,Orange,Modal,21.7,Only 1 Left,False,10 days,5 days,False,357,men shirt
Men Shirts,1094,1356,4.8,4246,2025-08-02,3XL,Lavender,Spandex,19.32,Limited Stock,False,30 days,1 days,False,372,men shirt
Men Shirts,1367,3790,3.8,4529,2025-08-02,3XL,Cream,Denim,63.93,Limited Stock,False,10 days,6 days,False,428,men shirt
Men Shirts,1453,2451,4.7,7200,2025-08-02,L,White,Cotton,40.72,Coming Soon,False,45 days,3 days,False,186,men shirt
Men Shirts,1828,2076,4.8,1887,2025-08-02,S,Beige,Fleece,11.95,2-3 pieces left,False,10 days,4 days,False,317,men shirt
Women Dresses,1547,1608,4.1,7450,2025-08-02,XS,Peach,Denim,3.79,Back in Stock,False,10 days,7 days,False,71,women dress
Women Dresses,1346,1876,3.6,7754,2025-08-02,XL,Black,Wool,28.25,In Stock,False,15 days,6 days,False,385,women dress
Women Dresses,1039,1182,4.7,331,2025-08-02,XS,White,Wool,12.1,Only 1 Left,False,45 days,3 days,False,454,women dress
Women Dresses,1607,1810,4.2,4853,2025-08-02,M,Cream,Cotton,11.22,Coming Soon,False,45 days,4 days,False,488,women dress
Women Dresses,1372,1593,4.3,3524,2025-08-02,M,Maroon,Hemp,13.87,Pre-Order,False,30 days,1 days,False,273,women dress
Women Dresses,1473,1539,3.9,3102,2025-08-02,S,Teal,Tencel,4.29,Only 1 Left,True,45 days,7 days,False,461,women dress
Women Dresses,1583,1695,4.2,2811,2025-08-02,M,Beige,Wool,6.61,Back in Stock,False,45 days,3 days,False,438,women dress
Women Dresses,1593,1943,3.9,6287,2025-08-02,XL,Red,Modal,18.01,Few Left,False,10 days,5 days,False,411,women dress
Women Dresses,1270,1434,4.3,7627,2025-08-02,L,Pink,Hemp,11.44,In Stock,False,15 days,4 days,False,4,women dress
Women Dresses,1075,1078,4.7,7885,2025-08-02,L,Orange,Cotton,0.28,Pre-Order,False,30 days,3 days,False,213,women dress
Women Dresses,1569,2835,3.6,2028,2025-08-02,XS,Mustard,Rayon,44.66,Back in Stock,False,45 days,6 days,False,144,women dress
Women Dresses,1376,3946,3.9,1258,2025-08-02,XL,Mint,Cotton,65.13,Pre-Order,False,10 days,4 days,False,418,women dress
Women Dresses,1492,1652,3.8,5645,2025-08-02,XXL,Rose Gold,Tencel,9.69,Pre-Order,False,45 days,2 days,False,58,women dress
Women Dresses,1245,1690,3.7,7737,2025-08-02,XXL,Black,Linen,26.33,2-3 pieces left,False,10 days,5 days,True,29,women dress
Women Tops,963,2627,4.8,5922,2025-08-02,3XL,Blue,Wool,63.34,Few Left,False,45 days,2 days,True,479,women top
Women Tops,926,2867,3.6,3470,2025-08-02,XL,Green,Modal,67.7,Limited Stock,False,45 days,2 days,False,324,women top
Women Tops,799,924,4.0,3491,2025-08-02,S,Maroon,Cotton Blend,13.53,Only 1 Left,False,15 days,5 days,False,453,women top
Women Tops,646,880,4.3,3560,2025-08-02,XXL,Green,Cotton,26.59,Pre-Order,False,10 days,2 days,False,207,women top
Women Tops,643,928,4.7,1659,2025-08-02,XXL,Sage,Cotton,30.71,In Stock,False,15 days,6 days,False,72,women top
Women Tops,882,1282,3.5,2372,2025-08-02,L,Coral,Rayon,31.2,Few Left,False,15 days,5 days,False,189,women top
Women Tops,752,820,3.6,50,2025-08-02,XXL,Blue,Rayon,8.29,Back in Stock,False,30 days,5 days,False,223,women top
Women Tops,774,994,3.6,3946,2025-08-02,M,White,Denim,22.13,Only 1 Left,False,30 days,7 days,False,486,women top
Women Tops,803,830,4.4,4815,2025-08-02,XL,Lavender,Silk,3.25,Only 1 Left,False,45 days,5 days,False,465,women top
Women Tops,675,1031,4.8,789,2025-08-02,L,Rose Gold,Polyester,34.53,Pre-Order,False,10 days,3 days,False,227,women top
Women Tops,770,896,4.2,5130,2025-08-02,S,Teal,Modal,14.06,2-3 pieces left,False,15 days,5 days,False,31,women top
Women Tops,1099,1451,4.1,180,2025-08-02,S,Brown,Cashmere,24.26,Only 1 Left,False,15 days,7 days,True,169,women top
Women Tops,610,859,3.9,5336,2025-08-02,L,Olive,Lycra,28.99,In Stock,False,15 days,1 days,False,299,women top
Women Tops,684,2070,4.3,7360,2025-08-02,XS,Blue,Cashmere,66.96,Coming Soon,False,15 days,3 days,False,58,women top
Women Jeans,1380,1424,3.6,4855,2025-08-02,L,Mint,Viscose,3.09,Back in Stock,False,45 days,3 days,False,307,women jean
Women Jeans,1389,1716,4.7,2443,2025-08-02,XS,Blue,Hemp,19.06,Pre-Order,False,30 days,5 days,False,73,women jean
Women Jeans,1284,1871,3.5,7951,2025-08-02,XS,Black,Jersey,31.37,Coming Soon,False,45 days,1 days,False,67,women jean
Women Jeans,1585,3364,3.8,4606,2025-08-02,M,Maroon,Viscose,52.88,Few Left,False,10 days,3 days,False,265,women jean
Women Jeans,1780,1787,4.1,3668,2025-08-02,M,Green,Viscose,0.39,Limited Stock,False,10 days,3 days,False,397,women jean
Women Jeans,1824,1942,4.3,2045,2025-08-02,XXL,Purple,Polyester,6.08,Limited Stock,False,30 days,5 days,False,439,women jean
Women Jeans,2239,2489,4.0,2932,2025-08-02,3XL,White,Hemp,10.04,Few Left,False,15 days,5 days,False,151,women jean
Women Jeans,1599,1831,4.0,3689,2025-08-02,L,Sage,Polyester,12.67,2-3 pieces left,False,30 days,7 days,False,60,women jean
Women Jeans,1159,1463,4.6,4256,2025-08-02,M,Brown,Lycra,20.78,Few Left,False,10 days,7 days,False,379,women jean
Women Jeans,1391,1785,3.5,3887,2025-08-02,XL,Rose Gold,Hemp,22.07,Few Left,False,45 days,7 days,False,419,women jean
Women Jeans,1757,2009,4.3,7886,2025-08-02,S,Red,Bamboo,12.54,Back in Stock,False,15 days,1 days,False,181,women jean
Women Jeans,1307,1793,4.2,1616,2025-08-02,S,Rose Gold,Viscose,27.11,Only 1 Left,False,10 days,2 days,False,488,women jean
Women Jeans,1876,5544,3.6,3215,2025-08-02,M,Navy,Denim,66.16,Back in Stock,False,45 days,7 days,False,440,women jean
Women Jeans,1137,1479,4.2,1807,2025-08-02,L,Purple,Cotton,23.12,2-3 pieces left,False,30 days,5 days,False,449,women jean
Men Hoodies,1679,1982,4.6,3596,2025-08-02,XS,Charcoal,Cashmere,15.29,Only 1 Left,False,45 days,5 days,False,25,men hoodi
Men Hoodies,1554,1830,3.6,2454,2025-08-02,S,Beige,Wool,15.08,Back in Stock,False,15 days,7 days,False,294,men hoodi
Men Hoodies,1369,1684,3.6,7437,2025-08-02,3XL,Green,Jersey,18.71,Back in Stock,False,45 days,6 days,False,441,men hoodi
Men Hoodies,1435,2529,3.8,7417,2025-08-02,3XL,Turquoise,Wool,43.26,Only 1 Left,True,45 days,5 days,False,317,men hoodi
Men Hoodies,1618,1819,4.8,7272,2025-08-02,XXL,Burgundy,Cashmere,11.05,Few Left,False,30 days,5 days,False,9,men hoodi
Men Hoodies,1227,1244,4.7,2449,2025-08-02,XS,Black,Cotton Blend,1.37,Limited Stock,True,45 days,2 days,False,4,men hoodi
Men Hoodies,1802,2105,4.8,4331,2025-08-02,M,Teal,Tencel,14.39,Coming Soon,False,30 days,4 days,False,293,men hoodi
Men Hoodies,1282,1876,3.7,1771,2025-08-02,S,Maroon,Cotton,31.66,Back in Stock,False,30 days,2 days,False,90,men hoodi
Men Hoodies,1706,1932,4.3,5334,2025-08-02,M,Rose Gold,Fleece,11.7,Coming Soon,False,10 days,6 days,False,211,men hoodi
Men Hoodies,1506,1593,3.8,2321,2025-08-02,3XL,Navy,Denim,5.46,Back in Stock,False,15 days,6 days,False,258,men hoodi
Men Hoodies,2835,8787,4.1,6138,2025-08-02,XXL,Charcoal,Tencel,67.74,In Stock,False,45 days,3 days,False,497,men hoodi
Men Hoodies,2046,2367,3.8,2092,2025-08-02,S,White,Denim,13.56,Only 1 Left,False,10 days,6 days,False,39,men hoodi
Men Hoodies,1515,1760,4.0,1834,2025-08-02,XXL,Blue,Wool,13.92,Few Left,True,45 days,3 days,False,49,men hoodi
Men Hoodies,2040,2214,4.4,4555,2025-08-02,XS,Black,Wool,7.86,Coming Soon,False,45 days,7 days,False,253,men hoodi
Women Hoodies,1211,1601,3.8,2308,2025-08-02,3XL,Olive,Polyester,24.36,Few Left,False,10 days,2 days,False,227,women hoodi
Women Hoodies,1459,1683,4.8,4456,2025-08-02,XXL,Grey,Bamboo,13.31,Back in Stock,False,10 days,1 days,False,309,women hoodi
Women Hoodies,1676,1694,4.2,4989,2025-08-02,3XL,Coral,Cotton Blend,1.06,2-3 pieces left,False,10 days,2 days,False,180,women hoodi
Women Hoodies,1565,1772,4.0,7737,2025-08-02,M,Red,Jersey,11.68,Limited Stock,True,30 days,5 days,False,373,women hoodi
Women Hoodies,1715,1878,4.0,4407,2025-08-02,XL,Navy,Silk,8.68,Few Left,False,30 days,3 days,False,12,women hoodi
Women Hoodies,1919,2080,4.5,4981,2025-08-02,3XL,Burgundy,Denim,7.74,Coming Soon,False,10 days,3 days,True,445,women hoodi
Women Hoodies,1471,1491,4.2,3753,2025-08-02,XS,Red,Viscose,1.34,Limited Stock,False,10 days,1 days,False,438,women hoodi
Women Hoodies,1388,1783,3.6,6788,2025-08-02,XL,Purple,Tencel,22.15,Limited Stock,False,45 days,3 days,True,174,women hoodi
Women Hoodies,1683,2608,3.9,2706,2025-08-02,3XL,Black,Jersey,35.47,Few Left,False,10 days,5 days,False,5,women hoodi
Women Hoodies,1759,2014,3.9,2400,2025-08-02,M,Maroon,Hemp,12.66,Limited Stock,False,10 days,3 days,False,481,women hoodi
Women Hoodies,1786,1940,4.3,6348,2025-08-02,M,Mustard,Tencel,7.94,Only 1 Left,False,30 days,3 days,False,377,women hoodi
Women Hoodies,1383,2650,4.6,1827,2025-08-02,XS,Maroon,Cashmere,47.81,Limited Stock,False,30 days,2 days,False,289,women hoodi
Women Hoodies,1212,1422,4.5,5059,2025-08-02,L,Grey,Tencel,14.77,Back in Stock,False,15 days,4 days,False,500,women hoodi
Women Hoodies,1139,1445,3.6,1414,2025-08-02,XS,Cream,Tencel,21.18,Back in Stock,False,45 days,1 days,False,34,women hoodi
Men Shorts,947,1276,3.6,4960,2025-08-02,3XL,Purple,Wool,25.78,Few Left,False,45 days,1 days,False,267,men short
Men Shorts,1063,1133,4.4,3843,2025-08-02,XXL,Peach,Jersey,6.18,2-3 pieces left,False,45 days,5 days,False,4,men short
Men Shorts,718,789,4.1,4706,2025-08-02,M,Lavender,Hemp,9.0,Pre-Order,False,45 days,4 days,False,298,men short
Men Shorts,884,1144,4.4,2787,2025-08-02,L,Maroon,Cashmere,22.73,Only 1 Left,False,45 days,5 days,False,93,men short
Men Shorts,958,1959,4.0,1351,2025-08-02,S,Mint,Rayon,51.1,Only 1 Left,False,10 days,5 days,False,464,men short
Men Shorts,649,902,4.5,1823,2025-08-02,XXL,Black,Hemp,28.05,Only 1 Left,False,45 days,7 days,False,138,men short
Men Shorts,840,1794,3.7,7015,2025-08-02,XXL,Navy,Rayon,53.18,Back in Stock,False,30 days,2 days,True,281,men short
Men Shorts,1064,3214,3.5,614,2025-08-02,L,Sage,Lycra,66.89,Coming Soon,False,45 days,6 days,False,72,men short
Men Shorts,1115,1196,4.7,5804,2025-08-02,XS,Navy,Rayon,6.77,Few Left,False,15 days,1 days,False,430,men short
Men Shorts,750,1282,3.9,2151,2025-08-02,XXL,Navy,Tencel,41.5,Only 1 Left,False,10 days,6 days,False,242,men short
Men Shorts,716,951,4.4,3812,2025-08-02,XL,Burgundy,Modal,24.71,Few Left,False,15 days,5 days,False,424,men short
Men Shorts,918,1286,4.5,2984,2025-08-02,XS,Coral,Fleece,28.62,Limited Stock,False,30 days,6 days,False,257,men short
Men Shorts,685,1175,3.6,5054,2025-08-02,XXL,Black,Denim,41.7,Pre-Order,False,15 days,3 days,False,47,men short
Men Shorts,668,935,3.8,5141,2025-08-02,L,Peach,Cotton,28.56,2-3 pieces left,False,15 days,2 days,False,20,men short
Women Skirts,1229,1516,4.0,1949,2025-08-02,XS,Rose Gold,Spandex,18.93,2-3 pieces left,False,15 days,5 days,False,6,women skirt
Women Skirts,1172,1634,3.9,6829,2025-08-02,XL,Sage,Linen,28.27,2-3 pieces left,False,15 days,7 days,False,472,women skirt
Women Skirts,1219,2715,3.5,7674,2025-08-02,XL,Khaki,Silk,55.1,Few Left,False,45 days,2 days,False,226,women skirt
Women Skirts,1066,1481,4.7,2881,2025-08-02,XL,Charcoal,Viscose,28.02,Pre-Order,False,10 days,4 days,False,94,women skirt
Women Skirts,1068,1348,4.1,7831,2025-08-02,XL,Mustard,Hemp,20.77,Few Left,False,15 days,2 days,False,263,women skirt
Women Skirts,1183,1563,3.5,2745,2025-08-02,3XL,Lavender,Fleece,24.31,In Stock,False,45 days,1 days,False,468,women skirt
Women Skirts,1078,1101,4.4,3190,2025-08-02,XXL,Green,Denim,2.09,In Stock,False,15 days,4 days,True,435,women skirt
Women Skirts,1019,1556,4.0,201,2025-08-02,3XL,Grey,Wool,34.51,Pre-Order,False,45 days,2 days,False,203,women skirt
Women Skirts,803,920,3.6,6582,2025-08-02,3XL,Blue,Bamboo,12.72,Only 1 Left,False,30 days,7 days,False,165,women skirt
Women Skirts,947,1996,4.0,3258,2025-08-02,S,Teal,Jersey,52.56,2-3 pieces left,False,45 days,1 days,False,62,women skirt
Women Skirts,922,1609,4.0,7089,2025-08-02,XL,Khaki,Rayon,42.7,Back in Stock,False,10 days,3 days,False,30,women skirt
Women Skirts,1254,2936,4.6,1259,2025-08-02,XS,Yellow,Linen,57.29,Few Left,False,10 days,5 days,False,463,women skirt
Women Skirts,973,1360,3.8,769,2025-08-02,XXL,Lavender,Viscose,28.46,In Stock,False,30 days,6 days,False,233,women skirt
Women Skirts,1215,1326,4.0,2042,2025-08-02,L,Sage,Jersey,8.37,Only 1 Left,True,15 days,3 days,False,432,women skirt
Men Tshirts,714,1041,3.5,1346,2025-08-02,3XL,Beige,Spandex,31.41,2-3 pieces left,False,15 days,6 days,False,416,men tshirt
Men Tshirts,448,906,4.0,4408,2025-08-02,L,Brown,Tencel,50.55,Only 1 Left,False,10 days,3 days,False,406,men tshirt
Men Tshirts,408,548,4.2,3732,2025-08-02,XXL,Khaki,Denim,25.55,Back in Stock,False,30 days,5 days,False,155,men tshirt
Men Tshirts,488,1350,3.8,6487,2025-08-02,3XL,Pink,Jersey,63.85,Only 1 Left,False,45 days,5 days,False,195,men tshirt
Men Tshirts,494,857,3.6,5438,2025-08-02,XS,Olive,Viscose,42.36,In Stock,False,10 days,3 days,False,83,men tshirt
Men Tshirts,499,778,4.0,4712,2025-08-02,3XL,Yellow,Lycra,35.86,In Stock,False,10 days,7 days,False,273,men tshirt
Men Tshirts,519,695,4.0,6809,2025-08-02,L,Black,Jersey,25.32,Only 1 Left,False,10 days,1 days,False,264,men tshirt
Men Tshirts,449,550,3.5,3347,2025-08-02,3XL,Blue,Cotton Blend,18.36,Back in Stock,False,10 days,4 days,False,94,men tshirt
Men Tshirts,584,596,3.8,1999,2025-08-02,XS,Burgundy,Cotton Blend,2.01,2-3 pieces left,False,45 days,3 days,False,460,men tshirt
Men Tshirts,504,691,3.9,5899,2025-08-02,XL,Lavender,Spandex,27.06,Pre-Order,False,45 days,5 days,False,40,men tshirt
Men Tshirts,697,824,3.3,7134,2025-08-02,M,Pink,Silk,15.41,Coming Soon,False,15 days,5 days,False,251,men tshirt
Men Tshirts,548,736,3.2,3038,2025-08-02,XXL,Grey,Fleece,25.54,Back in Stock,False,45 days,5 days,False,455,men tshirt
Men Tshirts,421,602,3.6,3558,2025-08-02,S,White,Cashmere,30.07,2-3 pieces left,False,15 days,2 days,False,496,men tshirt
Men Tshirts,538,651,4.3,3557,2025-08-02,XS,Black,Fleece,17.36,Back in Stock,False,30 days,4 days,False,216,men tshirt
Men Jeans,895,1080,4.2,6054,2025-08-02,M,Grey,Fleece,17.13,Few Left,False,30 days,4 days,True,66,men jean
Men Jeans,1479,1877,3.9,5595,2025-08-02,3XL,Beige,Lycra,21.2,In Stock,False,15 days,2 days,False,198,men jean
Men Jeans,950,2701,3.7,5705,2025-08-02,XXL,Olive,Viscose,64.83,Back in Stock,False,15 days,3 days,False,45,men jean
Men Jeans,1015,1264,4.0,4203,2025-08-02,M,Turquoise,Linen,19.7,Limited Stock,False,10 days,5 days,False,158,men jean
Men Jeans,1201,1595,3.3,722,2025-08-02,L,Brown,Fleece,24.7,In Stock,False,45 days,2 days,False,2,men jean
Men Jeans,1728,1887,3.7,3927,2025-08-02,XL,Maroon,Fleece,8.43,Few Left,False,15 days,4 days,False,60,men jean
Men Jeans,1066,1174,4.2,3470,2025-08-02,XXL,Sage,Spandex,9.2,Only 1 Left,False,45 days,7 days,False,300,men jean
Men Jeans,1158,1507,3.6,4768,2025-08-02,XS,Teal,Viscose,23.16,Pre-Order,False,30 days,6 days,False,388,men jean
Men Jeans,904,1238,3.7,4613,2025-08-02,3XL,Navy,Cashmere,26.98,2-3 pieces left,False,30 days,7 days,False,399,men jean
Men Jeans,1652,2752,4.7,313,2025-08-02,L,Lavender,Modal,39.97,Pre-Order,False,45 days,4 days,False,413,men jean
Men Jeans,1034,1317,4.4,5434,2025-08-02,XXL,Purple,Hemp,21.49,Limited Stock,False,10 days,4 days,False,151,men jean
Men Jeans,1143,1327,3.3,1444,2025-08-02,L,Red,Viscose,13.87,Coming Soon,False,15 days,4 days,False,407,men jean
Men Jeans,1501,1850,3.9,4019,2025-08-02,S,Mustard,Rayon,18.86,Only 1 Left,False,30 days,2 days,False,219,men jean
Men Jeans,2086,2102,4.3,633,2025-08-02,S,Lavender,Cotton Blend,0.76,In Stock,False,30 days,2 days,False,244,men jean
Men Shirts,757,922,4.1,5456,2025-08-02,S,Mustard,Cotton Blend,17.9,Only 1 Left,False,10 days,5 days,False,156,men shirt
Men Shirts,1484,1818,3.3,7251,2025-08-02,3XL,Mint,Linen,18.37,Pre-Order,False,30 days,7 days,False,416,men shirt
Men Shirts,1305,2313,4.3,7886,2025-08-02,M,Turquoise,Wool,43.58,Coming Soon,False,45 days,2 days,False,155,men shirt
Men Shirts,1164,1881,4.2,6614,2025-08-02,L,Mint,Viscose,38.12,Limited Stock,False,45 days,4 days,False,81,men shirt
Men Shirts,1034,1142,3.6,2963,2025-08-02,XL,Coral,Silk,9.46,Only 1 Left,False,45 days,5 days,False,19,men shirt
Men Shirts,1097,1145,4.3,2197,2025-08-02,XL,Mustard,Jersey,4.19,Limited Stock,False,10 days,4 days,False,419,men shirt
Men Shirts,1177,1521,4.5,4419,2025-08-02,XL,Peach,Linen,22.62,Coming Soon,False,30 days,3 days,False,114,men shirt
Men Shirts,1243,1321,3.8,5880,2025-08-02,XL,Olive,Rayon,5.9,Back in Stock,False,45 days,7 days,False,168,men shirt
Men Shirts,949,1311,4.6,7371,2025-08-02,XS,Green,Viscose,27.61,2-3 pieces left,False,10 days,1 days,False,497,men shirt
Men Shirts,1768,2394,4.4,3588,2025-08-02,XL,Beige,Jersey,26.15,Few Left,True,30 days,4 days,False,111,men shirt
Men Shirts,1207,2864,3.5,2473,2025-08-02,M,Mustard,Hemp,57.86,Back in Stock,False,30 days,6 days,False,438,men shirt
Men Shirts,750,824,3.5,3643,2025-08-02,XL,Brown,Tencel,8.98,Only 1 Left,False,15 days,3 days,False,57,men shirt
Men Shirts,1334,3219,3.8,2753,2025-08-02,S,Blue,Viscose,58.56,Limited Stock,True,15 days,2 days,False,177,men shirt
Men Shirts,735,1576,4.4,2383,2025-08-02,M,Rose Gold,Cotton,53.36,Only 1 Left,False,45 days,7 days,False,89,men shirt
Women Dresses,1250,3425,4.3,2564,2025-08-02,M,Navy,Jersey,63.5,Limited Stock,False,15 days,1 days,False,169,women dress
Women Dresses,1046,1677,4.3,7859,2025-08-02,L,Turquoise,Viscose,37.63,Back in Stock,False,45 days,7 days,False,104,women dress
Women Dresses,1845,1965,4.6,2400,2025-08-02,XXL,Beige,Viscose,6.11,Pre-Order,False,45 days,7 days,False,185,women dress
Women Dresses,1379,1683,3.3,7070,2025-08-02,M,Mustard,Fleece,18.06,Few Left,False,10 days,1 days,False,403,women dress
Women Dresses,1272,1623,4.6,6927,2025-08-02,L,Charcoal,Bamboo,21.63,Few Left,False,30 days,2 days,False,349,women dress
Women Dresses,1121,1815,3.9,505,2025-08-02,XS,Cream,Lycra,38.24,Limited Stock,True,45 days,3 days,True,377,women dress
Women Dresses,1969,2343,3.4,6236,2025-08-02,XXL,Charcoal,Cashmere,15.96,Limited Stock,False,10 days,3 days,False,61,women dress
Women Dresses,1005,1785,4.4,2670,2025-08-02,XXL,Green,Fleece,43.7,Limited Stock,False,30 days,4 days,False,285,women dress
Women Dresses,1164,1355,4.4,920,2025-08-02,L,Grey,Denim,14.1,Limited Stock,False,45 days,6 days,False,426,women dress
Women Dresses,986,1279,3.9,1892,2025-08-02,S,Mint,Linen,22.91,Pre-Order,False,15 days,5 days,False,306,women dress
Women Dresses,1199,2515,3.6,3743,2025-08-02,3XL,Coral,Fleece,52.33,In Stock,True,45 days,3 days,False,193,women dress
Women Dresses,905,2230,3.6,7632,2025-08-02,XS,Mint,Silk,59.42,Coming Soon,False,15 days,2 days,False,429,women dress
Women Dresses,906,921,3.7,1024,2025-08-02,M,Brown,Hemp,1.63,Pre-Order,False,15 days,4 days,False,79,women dress
Women Dresses,987,2161,3.5,2629,2025-08-02,3XL,Sage,Rayon,54.33,Back in Stock,False,10 days,2 days,False,403,women dress
Women Tops,790,1011,3.9,2818,2025-08-02,M,Yellow,Modal,21.86,Back in Stock,False,15 days,3 days,False,317,women top
Women Tops,640,810,3.4,5974,2025-08-02,XS,Black,Jersey,20.99,Coming Soon,False,10 days,6 days,False,491,women top
Women Tops,752,800,4.4,3430,2025-08-02,3XL,Orange,Denim,6.0,In Stock,False,45 days,3 days,False,245,women top
Women Tops,685,862,3.8,6265,2025-08-02,XS,Orange,Spandex,20.53,Only 1 Left,False,45 days,5 days,False,216,women top
Women Tops,759,1044,4.7,2855,2025-08-02,XL,White,Rayon,27.3,2-3 pieces left,False,45 days,1 days,False,498,women top
Women Tops,763,1275,4.3,7643,2025-08-02,3XL,Charcoal,Hemp,40.16,Back in Stock,False,15 days,3 days,False,248,women top
Women Tops,804,821,3.2,1850,2025-08-02,3XL,Green,Spandex,2.07,Pre-Order,False,15 days,5 days,False,43,women top
Women Tops,542,668,4.1,3251,2025-08-02,S,Orange,Cotton Blend,18.86,Only 1 Left,False,30 days,2 days,False,250,women top
Women Tops,533,583,3.5,4026,2025-08-02,3XL,Peach,Fleece,8.58,Pre-Order,True,30 days,7 days,False,300,women top
Women Tops,725,1033,3.2,7933,2025-08-02,3XL,Turquoise,Spandex,29.82,Few Left,False,10 days,2 days,False,36,women top
Women Tops,821,849,4.4,7394,2025-08-02,XXL,Maroon,Wool,3.3,Pre-Order,False,45 days,5 days,False,338,women top
Women Tops,736,1014,3.6,3033,2025-08-02,XXL,Burgundy,Linen,27.42,In Stock,False,15 days,3 days,False,407,women top
Women Tops,508,526,4.2,2819,2025-08-02,XS,Khaki,Linen,3.42,Coming Soon,False,45 days,4 days,False,215,women top
Women Tops,610,825,3.5,6568,2025-08-02,XS,Burgundy,Denim,26.06,In Stock,False,45 days,2 days,False,108,women top
Women Jeans,1378,1596,3.4,3710,2025-08-02,XL,Orange,Wool,13.66,2-3 pieces left,False,15 days,4 days,False,158,women jean
Women Jeans,1362,1762,3.4,865,2025-08-02,XS,Navy,Modal,22.7,Coming Soon,False,15 days,7 days,False,398,women jean
Women Jeans,1089,2875,3.9,4826,2025-08-02,M,Yellow,Spandex,62.12,Few Left,False,15 days,2 days,False,431,women jean
Women Jeans,1255,1438,4.1,6720,2025-08-02,XL,Peach,Lycra,12.73,In Stock,False,45 days,2 days,True,319,women jean
Women Jeans,1453,1778,4.1,3794,2025-08-02,3XL,Navy,Cashmere,18.28,Back in Stock,False,45 days,1 days,False,262,women jean
Women Jeans,1631,1658,4.2,4341,2025-08-02,3XL,Mint,Cashmere,1.63,Limited Stock,False,15 days,1 days,False,148,women jean
Women Jeans,1268,1485,3.9,7356,2025-08-02,XXL,Lavender,Jersey,14.61,Pre-Order,False,10 days,3 days,True,418,women jean
